WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
16,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
22,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
58,Oliveto Restaurant,Does this restaurant serve Chinese food?,100
16,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
4,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
37,Oliveto Restaurant,Does this restaurant serve Chinese food?,-80
8,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
8,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
37,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
48,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
86,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
12,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
11,Oliveto Restaurant,Does this restaurant serve Chinese food?,-80
22,Oliveto Restaurant,Does this restaurant serve Chinese food?,0
7,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
5,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
7,Oliveto Restaurant,Does this restaurant serve Chinese food?,-80
13,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
25,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
124,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
32,Oliveto Restaurant,Does this restaurant serve Chinese food?,-80
34,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
81,Oliveto Restaurant,Does this restaurant serve Chinese food?,-100
54,Rivoli,Does this restaurant have its own website?,80
10,Rivoli,Does this restaurant have its own website?,100
15,Rivoli,Does this restaurant have its own website?,100
11,Rivoli,Does this restaurant have its own website?,100
29,Rivoli,Does this restaurant have its own website?,100
35,Rivoli,Does this restaurant have its own website?,100
7,Rivoli,Does this restaurant have its own website?,60
20,Rivoli,Does this restaurant have its own website?,100
96,Rivoli,Does this restaurant have its own website?,100
282,Rivoli,Does this restaurant have its own website?,80
96,Rivoli,Does this restaurant have its own website?,100
39,Rivoli,Does this restaurant have its own website?,60
92,Rivoli,Does this restaurant have its own website?,100
14,Rivoli,Does this restaurant have its own website?,100
13,Rivoli,Does this restaurant have its own website?,100
26,Rivoli,Does this restaurant have its own website?,100
60,Rivoli,Does this restaurant have its own website?,-80
34,Rivoli,Does this restaurant have its own website?,100
40,Rivoli,Does this restaurant have its own website?,100
162,Rivoli,Does this restaurant have its own website?,100
78,Rivoli,Does this restaurant have its own website?,100
54,Rivoli,Does this restaurant have its own website?,80
19,Rivoli,Does this restaurant have its own website?,100
16,Rivoli,Does this restaurant have its own website?,100
54,Rivoli,Does this restaurant have its own website?,100
55,Rivoli,Does this restaurant have its own website?,100
26,Rivoli,Does this restaurant have its own website?,100
17,Rivoli,Does this restaurant have its own website?,100
18,Rivoli,Does this restaurant have its own website?,100
187,Rivoli,Does this restaurant have its own website?,-100
61,Gather,Does this restaurant have a parking lot?,0
66,Gather,Does this restaurant have a parking lot?,-100
16,Gather,Does this restaurant have a parking lot?,80
196,Gather,Does this restaurant have a parking lot?,-80
55,Gather,Does this restaurant have a parking lot?,-100
26,Gather,Does this restaurant have a parking lot?,60
41,Gather,Does this restaurant have a parking lot?,-100
71,Gather,Does this restaurant have a parking lot?,-80
28,Gather,Does this restaurant have a parking lot?,0
48,Gather,Does this restaurant have a parking lot?,-60
434,Gather,Does this restaurant have a parking lot?,-60
29,Gather,Does this restaurant have a parking lot?,0
32,Gather,Does this restaurant have a parking lot?,80
78,Gather,Does this restaurant have a parking lot?,-100
17,Gather,Does this restaurant have a parking lot?,100
34,Gather,Does this restaurant have a parking lot?,-100
21,Gather,Does this restaurant have a parking lot?,60
30,Gather,Does this restaurant have a parking lot?,-80
160,Gather,Does this restaurant have a parking lot?,-80
23,Gather,Does this restaurant have a parking lot?,-80
22,Gather,Does this restaurant have a parking lot?,-80
24,Gather,Does this restaurant have a parking lot?,-80
30,Gather,Does this restaurant have a parking lot?,-80
98,Gather,Does this restaurant have a parking lot?,80
46,Gather,Does this restaurant have a parking lot?,-100
71,Gather,Does this restaurant have a parking lot?,-80
60,Gather,Does this restaurant have a parking lot?,80
347,Gather,Does this restaurant have a parking lot?,0
84,Gather,Does this restaurant have a parking lot?,60
66,Gather,Does this restaurant have a parking lot?,-80
62,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-100
96,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-100
46,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
126,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,80
28,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-60
26,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
74,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
7,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,100
338,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-60
10,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,100
10,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
95,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
25,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,0
34,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,100
46,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,100
57,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-100
95,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
89,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-100
13,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,100
23,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
29,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
19,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-100
39,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-60
21,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-60
63,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
22,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
29,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
30,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,100
66,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
30,Bette's Oceanview Diner,Does this restaurant have a romantic atmosphere?,-80
24,Ajanta,Is this restaurant open until midnight?,-100
39,Ajanta,Is this restaurant open until midnight?,-80
18,Ajanta,Is this restaurant open until midnight?,-100
25,Ajanta,Is this restaurant open until midnight?,-100
9,Ajanta,Is this restaurant open until midnight?,-100
18,Ajanta,Is this restaurant open until midnight?,-100
43,Ajanta,Is this restaurant open until midnight?,-100
220,Ajanta,Is this restaurant open until midnight?,80
46,Ajanta,Is this restaurant open until midnight?,-80
39,Ajanta,Is this restaurant open until midnight?,-100
34,Ajanta,Is this restaurant open until midnight?,-100
18,Ajanta,Is this restaurant open until midnight?,-100
50,Ajanta,Is this restaurant open until midnight?,-100
21,Ajanta,Is this restaurant open until midnight?,-100
9,Ajanta,Is this restaurant open until midnight?,-80
25,Ajanta,Is this restaurant open until midnight?,-100
42,Ajanta,Is this restaurant open until midnight?,-60
33,Ajanta,Is this restaurant open until midnight?,-100
10,Ajanta,Is this restaurant open until midnight?,-100
41,Ajanta,Is this restaurant open until midnight?,-100
29,Ajanta,Is this restaurant open until midnight?,-100
58,Ajanta,Is this restaurant open until midnight?,-100
18,Ajanta,Is this restaurant open until midnight?,-80
28,Ajanta,Is this restaurant open until midnight?,100
73,Ajanta,Is this restaurant open until midnight?,100
37,Ajanta,Is this restaurant open until midnight?,-80
30,Ajanta,Is this restaurant open until midnight?,-100
23,Ajanta,Is this restaurant open until midnight?,-100
33,Ajanta,Is this restaurant open until midnight?,-100
157,Ajanta,Is this restaurant open until midnight?,-100
21,Rivoli,Does this restaurant serve Chinese food?,-100
8,Rivoli,Does this restaurant serve Chinese food?,0
21,Rivoli,Does this restaurant serve Chinese food?,-100
43,Rivoli,Does this restaurant serve Chinese food?,-100
20,Rivoli,Does this restaurant serve Chinese food?,-80
399,Rivoli,Does this restaurant serve Chinese food?,-100
8,Rivoli,Does this restaurant serve Chinese food?,-100
210,Rivoli,Does this restaurant serve Chinese food?,-80
24,Rivoli,Does this restaurant serve Chinese food?,-100
50,Rivoli,Does this restaurant serve Chinese food?,80
27,Rivoli,Does this restaurant serve Chinese food?,-100
51,Rivoli,Does this restaurant serve Chinese food?,100
37,Rivoli,Does this restaurant serve Chinese food?,-80
27,Rivoli,Does this restaurant serve Chinese food?,-80
19,Rivoli,Does this restaurant serve Chinese food?,-100
38,Rivoli,Does this restaurant serve Chinese food?,-100
31,Rivoli,Does this restaurant serve Chinese food?,-100
44,Rivoli,Does this restaurant serve Chinese food?,-80
19,Rivoli,Does this restaurant serve Chinese food?,-100
300,Rivoli,Does this restaurant serve Chinese food?,-100
13,Rivoli,Does this restaurant serve Chinese food?,-100
45,Rivoli,Does this restaurant serve Chinese food?,-100
105,Rivoli,Does this restaurant serve Chinese food?,-80
128,Rivoli,Does this restaurant serve Chinese food?,-100
117,Rivoli,Does this restaurant serve Chinese food?,-100
39,Rivoli,Does this restaurant serve Chinese food?,-80
58,Rivoli,Does this restaurant serve Chinese food?,-60
67,Rivoli,Does this restaurant serve Chinese food?,-100
28,Rivoli,Does this restaurant serve Chinese food?,-100
92,Rivoli,Does this restaurant serve Chinese food?,-100
8,Platano,Does this restaurant have a romantic atmosphere?,-80
44,Platano,Does this restaurant have a romantic atmosphere?,-60
41,Platano,Does this restaurant have a romantic atmosphere?,0
43,Platano,Does this restaurant have a romantic atmosphere?,-60
37,Platano,Does this restaurant have a romantic atmosphere?,-100
44,Platano,Does this restaurant have a romantic atmosphere?,-100
143,Platano,Does this restaurant have a romantic atmosphere?,100
17,Platano,Does this restaurant have a romantic atmosphere?,60
29,Platano,Does this restaurant have a romantic atmosphere?,-60
145,Platano,Does this restaurant have a romantic atmosphere?,-100
19,Platano,Does this restaurant have a romantic atmosphere?,-100
11,Platano,Does this restaurant have a romantic atmosphere?,-80
5,Platano,Does this restaurant have a romantic atmosphere?,60
7,Platano,Does this restaurant have a romantic atmosphere?,-80
73,Platano,Does this restaurant have a romantic atmosphere?,-60
108,Platano,Does this restaurant have a romantic atmosphere?,-80
7,Platano,Does this restaurant have a romantic atmosphere?,0
17,Platano,Does this restaurant have a romantic atmosphere?,-60
41,Platano,Does this restaurant have a romantic atmosphere?,-80
33,Platano,Does this restaurant have a romantic atmosphere?,60
44,Platano,Does this restaurant have a romantic atmosphere?,-80
31,Platano,Does this restaurant have a romantic atmosphere?,-80
81,Platano,Does this restaurant have a romantic atmosphere?,-100
24,Platano,Does this restaurant have a romantic atmosphere?,-60
25,Platano,Does this restaurant have a romantic atmosphere?,-60
59,Platano,Does this restaurant have a romantic atmosphere?,-100
14,Platano,Does this restaurant have a romantic atmosphere?,80
575,Platano,Does this restaurant have a romantic atmosphere?,-60
35,Platano,Does this restaurant have a romantic atmosphere?,-80
56,Platano,Does this restaurant have a romantic atmosphere?,80
17,Great China,Does this restaurant have more than 20 items on its menu?,100
39,Great China,Does this restaurant have more than 20 items on its menu?,100
27,Great China,Does this restaurant have more than 20 items on its menu?,100
23,Great China,Does this restaurant have more than 20 items on its menu?,100
42,Great China,Does this restaurant have more than 20 items on its menu?,100
162,Great China,Does this restaurant have more than 20 items on its menu?,100
